O-D,Player,Player_ID,Team,Injury Description,Body Part,Body Zone,Severity,Incident Date,Year,Games Missed,Games On Injury Report,Surgery,Recovery Timetable,Injured Reserve
D,Geno Stone,GS-1325,Baltimore Ravens,hamstring strain,hamstring,lower body,Low Severity,Week 16,2022,,1,,,
O,Greg Ward,GW-0250,Philadelphia Eagles,toe injury,toe,lower body,Low Severity,Preseason,2022,,,,,
O,Greg Ward,GW-0250,Philadelphia Eagles,toe sprain,toe,lower body,High Severity,Preseason,2022,17,17,,,IR
D,Greedy Williams,GW-1350,Cleveland Browns,hamstring strain,hamstring,lower body,Medium Severity,Preseason,2022,4,4,,,IR
O,Hunter Henry,HH-0225,New England Patriots,knee sprain,knee,lower body,Low Severity,Week 16,2022,,1,,,
O,Hayden Hurst,HH-0350,Cincinnati Bengals,groin strain,groin,lower body,Low Severity,Week 2,2022,,1,,,
O,Hayden Hurst,HH-0350,Cincinnati Bengals,groin strain,groin,lower body,Low Severity,Week 4,2022,,2,,,
O,Hayden Hurst,HH-0350,Cincinnati Bengals,calf strain,calf,lower body,Medium Severity,Week 13,2022,3,3,,,
O,Hassan Haskins,HH-6781,Tennessee Titans,hip strain,hip,lower body,Low Severity,Week 11,2022,2,3,,,
D,Harold Landry,HL-0050,Tennessee Titans,ACL tear,knee,lower body,High Severity,Preseason,2022,17,17,ACL reconstruction surgery,4-6 months,IR
O,Hunter Long,HL-9947,Miami Dolphins,ankle sprain,ankle,lower body,Medium Severity,Week 1,2022,3,3,,,
O,Hunter Long,HL-9947,Miami Dolphins,concussion,head,upper body,Low Severity,Week 9,2022,1,1,,,
D,Harrison Phillips,HP-0050,Minnesota Vikings,back strain,back,upper body,Low Severity,Week 14,2022,,1,,,
O,Hunter Renfrow,HR-0062,Las Vegas Raiders,concussion,head,upper body,Low Severity,Week 2,2022,2,2,,,
O,Hunter Renfrow,HR-0062,Las Vegas Raiders,hip strain,hip,lower body,Low Severity,Week 5,2022,,1,,,
O,Hunter Renfrow,HR-0062,Las Vegas Raiders,oblique strain,oblique,upper body,Medium Severity,Week 9,2022,4,4,,,IR
D,Hassan Ridgeway,HR-0100,San Francisco 49ers,pectoral strain,chest,upper body,Medium Severity,Week 13,2022,5,5,,,IR
D,Harrison Smith,HS-0130,Minnesota Vikings,concussion,head,upper body,Low Severity,Week 2,2022,1,1,,,
D,Harrison Smith,HS-0130,Minnesota Vikings,knee strain,knee,lower body,Low Severity,Week 17,2022,1,2,,,
O,Halapoulivaati Vaitai,HV-0100,Detroit Lions,back strain,back,upper body,Medium Severity,Preseason,2022,4,4,,,IR
O,Ike Boettger,IB-0112,Buffalo Bills,achilles repair surgery rehabilitation,achilles,lower body,Low Severity,Preseason,2022,,,,,
D,Isaiah Dunn,ID-2542,,hamstring strain,hamstring,lower body,Medium Severity,Week 6,2022,4,4,,,IR
O,Isaiah Likely,IL-6653,Baltimore Ravens,groin strain,groin,lower body,Low Severity,Week 2,2022,,1,,,
O,Isaiah Likely,IL-6653,Baltimore Ravens,ankle sprain,ankle,lower body,Low Severity,Week 11,2022,1,1,,,
O,Isaiah McKenzie,IM-0125,Buffalo Bills,concussion,head,upper body,Low Severity,Week 4,2022,1,1,,,
O,Isaiah McKenzie,IM-0125,Buffalo Bills,hamstring strain,hamstring,lower body,Low Severity,Week 18,2022,1,1,,,
D,Ifeatu Melifonwu,IM-4555,Detroit Lions,hamstring strain,hamstring,lower body,Low Severity,Preseason,2022,2,2,,,
D,Ifeatu Melifonwu,IM-4555,Detroit Lions,ankle sprain,ankle,lower body,Low Severity,Week 5,2022,4,5,,,
D,Isaiah Oliver,IO-0150,Atlanta Falcons,knee surgery rehabilitation,knee,lower body,Medium Severity,Preseason,2022,4,4,,,IR
O,Isaiah Prince,IP-0150,Cincinnati Bengals,hip strain,hip,lower body,Low Severity,Preseason,2022,,,,,
O,Isaiah Prince,IP-0150,Cincinnati Bengals,elbow strain,elbow,upper body,High Severity,Preseason,2022,11,11,,,IR
D,Isaac Rochell,IR-0400,Cleveland Browns,knee strain,knee,lower body,Low Severity,Week 6,2022,1,1,,,
D,Isaiah Rodgers,IR-0500,Indianapolis Colts,knee sprain,knee,lower body,Low Severity,Week 12,2022,,1,,,
O,Irv Smith,IS-0275,Minnesota Vikings,thumb injury,thumb,upper body,Low Severity,Preseason,2022,,,thumb repair surgery,4-6 weeks,
O,Irv Smith,IS-0275,Minnesota Vikings,high-ankle sprain,ankle,lower body,High Severity,Week 8,2022,8,8,,,IR
O,Ian Thomas,IT-0150,Carolina Panthers,rib injury,rib,upper body,Low Severity,Preseason,2022,,,,,
D,Isaiah Thomas,IT-9235,Cleveland Browns,foot sprain,foot,lower body,Low Severity,Week 17,2022,1,1,,,
O,Isaiah Weston,IW-0110,Cleveland Browns,knee injury,knee,lower body,Medium Severity,Preseason,2022,,,,,
O,Isaiah Wynn,IW-0400,New England Patriots,back strain,back,upper body,Low Severity,Preseason,2022,,1,,,
O,Isaiah Wynn,IW-0400,New England Patriots,hip strain,hip,lower body,Low Severity,Week 4,2022,,1,,,
O,Isaiah Wynn,IW-0400,New England Patriots,shoulder strain,shoulder,upper body,Low Severity,Week 6,2022,,2,,,
O,Isaiah Wynn,IW-0400,New England Patriots,foot sprain,foot,lower body,Medium Severity,week 11,2022,4,4,,,
D,Isaac Yiadom,IY-0100,New Orleans Saints,thigh strain,quad,lower body,Low Severity,Week 2,2022,1,1,,,
D,Isaac Yiadom,IY-0100,New Orleans Saints,thigh strain,quad,lower body,Low Severity,Week 2,2022,2,2,,,
D,Jalyn Armour-Davis,JA-0110,Baltimore Ravens,hip strain,hip,lower body,Medium Severity,Week 10,2022,6,6,,,IR
D,Jamal Adams,JA-0150,Seattle Seahawks,fractured finger,finger,upper body,Medium Severity,Preseason,2022,,,,,
D,Jamal Adams,JA-0150,Seattle Seahawks,quadricep tendon rupture,quad,lower body,High Severity,Week 1,2022,16,16,quadricep tendon repair surgery,4-6 months,IR
O,Jamal Agnew,JA-0425,Jacksonville Jaguars,knee sprain,knee,lower body,Low Severity,Week 6,2022,2,3,,,
O,Jamal Agnew,JA-0425,Jacksonville Jaguars,shoulder strain,shoulder,upper body,Low Severity,Week 18,2022,,2,,,
D,Jaire Alexander,JA-0475,Green Bay Packers,groin strain,groin,lower body,Low Severity,Week 3,2022,1,1,,,
D,Jonathan Allen,JA-1062,Washington Commanders,groin strain,groin,lower body,Low Severity,Week 1,2022,,1,,,
D,Jonathan Allen,JA-1062,Washington Commanders,hyperextended knee,knee,lower body,Medium Severity,Week 17,2022,1,1,,,
O,Josh Allen,JA-1087,Buffalo Bills,right UCL strain,elbow,upper body,Low Severity,Week 9,2022,,1,,,
O,Jared Bernhardt,JB-0112,Atlanta Falcons,groin strain,groin,lower body,Medium Severity,Week 6,2022,4,4,,,IR
D,Joey Blount,JB-0113,Seattle Seahawks,hamstring strain,hamstring,lower body,Medium Severity,Week 1,2022,3,3,,,
D,Joey Blount,JB-0113,Seattle Seahawks,calf strain,calf,lower body,Low Severity,Week 5,2022,,1,,,
D,Joey Blount,JB-0113,Seattle Seahawks,back strain,back,upper body,Low Severity,Week 14,2022,,1,,,
D,Josh Blackwell,JB-0213,Chicago Bears,undisclosed injury,leg,lower body,Medium Severity,Week 17,2022,1,1,,,IR
D,Joe Bachie,JB-0387,Cincinnati Bengals,ACL surgery rehabilitation,knee,lower body,Medium Severity,Preseason,2022,4,4,,,IR
O,Jackson Barton,JB-1525,Las Vegas Raiders,back strain,back,upper body,Low Severity,Week 14,2022,2,3,,,
D,Joshuah Bledsoe,JB-2319,New England Patriots,groin strain,groin,lower body,Medium Severity,Preseason,2022,3,4,,,
D,Julian Blackmon,JB-3625,Indianapolis Colts,ankle sprain,ankle,lower body,Medium Severity,Week 3,2022,3,3,,,
D,Joey Bosa,JB-4450,Los Angeles Chargers,groin strain,groin,lower body,High Severity,Week 3,2022,12,12,,,IR
D,Jon Bostic,JB-4550,Washington Commanders,pectoral strain,chest,upper body,Medium Severity,Week 16,2022,2,2,,,IR
O,Jacoby Brissett,JB-5725,Cleveland Browns,ankle sprain,ankle,lower body,Low Severity,Week 2,2022,1,1,,,
D,Jordyn Brooks,JB-6150,Seattle Seahawks,hamstring strain,hamstring,lower body,Low Severity,Preseason,2022,,,,,
D,Jordyn Brooks,JB-6150,Seattle Seahawks,ACL tear,knee,lower body,High Severity,Week 17,2022,2,2,ACL reconstruction surgery,4-6 months,IR
D,Jaquan Brisker,JB-6162,Chicago Bears,concussion,head,upper body,Low Severity,Week 11,2022,2,2,,,
D,Jayon Brown,JB-6837,Las Vegas Raiders,hamstring strain,hamstring,lower body,Low Severity,Week 4,2022,2,2,,,
D,Jayon Brown,JB-6837,Las Vegas Raiders,hand strain,hand,upper body,Medium Severity,Week 13,2022,5,5,,,IR
O,Jonathan Bullard,JB-7450,Minnesota Vikings,biceps strain,biceps,upper body,Low Severity,Preseason,2022,,1,,,
O,Jonathan Bullard,JB-7450,Minnesota Vikings,biceps strain,biceps,upper body,Medium Severity,Week 13,2022,4,4,,,IR
D,Juston Burris,JB-7950,Carolina Panthers,rib injury,rib,upper body,Low Severity,Preseason,2022,,,,,
D,Juston Burris,JB-7950,Carolina Panthers,hip strain,hip,lower body,Low Severity,Week 7,2022,,1,,,
D,Juston Burris,JB-7950,Carolina Panthers,concussion,head,upper body,Medium Severity,Week 8,2022,3,3,,,
O,John Bates,JB-9986,Washington Commanders,hamstring strain,hamstring,lower body,Low Severity,Week 6,2022,,1,,,
O,Jason Cabinda,JC-0050,Detroit Lions,ankle sprain,ankle,lower body,Low Severity,Preseason,2022,,,,,
O,Jason Cabinda,JC-0050,Detroit Lions,ankle sprain,ankle,lower body,Low Severity,Week 14,2022,1,1,,,
O,Jason Cabinda,JC-0050,Detroit Lions,knee sprain,knee,lower body,Low Severity,Week 17,2022,,1,,,
D,Jeremy Chinn,JC-2781,Carolina Panthers,hamstring strain,hamstring,lower body,Medium Severity,Week 4,2022,6,6,,,IR
O,Ja'Tyre Carter,JC-2999,Chicago Bears,back strain,back,upper body,Low Severity,Week 16,2022,1,1,,,
D,Jabril Cox,JC-3107,Dallas Cowboys,knee injury,knee,lower body,Low Severity,Preseason,2022,,,,,
D,Jadeveon Clowney,JC-3350,Cleveland Browns,ankle sprain,ankle,lower body,Low Severity,Week 2,2022,3,5,,,
D,Jadeveon Clowney,JC-3350,Cleveland Browns,concussion,head,upper body,Low Severity,Week 15,2022,1,2,,,
D,Justin Coleman,JC-3518,Seattle Seahawks,calf strain,calf,lower body,Medium Severity,Week 1,2022,4,4,,,
D,John Cominsky,JC-3850,Detroit Lions,wrist strain,wrist,upper body,Medium Severity,Week 2,2022,3,4,,,
O,Jack Conklin,JC-4050,Cleveland Browns,patellar tendon surgery rehabilitation,knee,lower body,Low Severity,Preseason,2022,2,2,,,
O,Jack Conklin,JC-4050,Cleveland Browns,ankle sprain,ankle,lower body,Low Severity,Week 17,2022,1,1,,,
O,James Conner,JC-4075,Arizona Cardinals,ankle sprain,ankle,lower body,Low Severity,Week 2,2022,,1,,,
O,James Conner,JC-4075,Arizona Cardinals,rib strain,rib,upper body,Medium Severity,Week 5,2022,3,4,,,
O,James Conner,JC-4075,Arizona Cardinals,shin & knee strain,leg,lower body,Low Severity,Week 17,2022,1,1,,,
D,Jonathan Cooper,JC-4550,,hamstring strain,hamstring,lower body,Medium Severity,Week 2,2022,3,4,,,
O,Jamison Crowder,JC-5680,Buffalo Bills,soreness,leg,lower body,Low Severity,Preseason,2022,,,,,
O,Jamison Crowder,JC-5680,Buffalo Bills,ankle fracture,ankle,lower body,Medium Severity,Week 4,2022,13,13,,,IR
O,Ja'Marr Chase,JC-9961,Cincinnati Bengals,hip strain,hip,lower body,Medium Severity,Week 7,2022,4,5,,,
D,Jalen Dalton,JD-0015,Atlanta Falcons,toe sprain,toe,lower body,Low Severity,Week 11,2022,1,1,,,
D,Jordan Davis,JD-0110,Philadelphia Eagles,ankle sprain,ankle,lower body,Medium Severity,Week 8,2022,4,4,,,IR
D,Jalen Davis,JD-0487,Cincinnati Bengals,thumb sprain,thumb,upper body,Low Severity,Week 14,2022,2,2,,,
D,Jamel Dean,JD-1175,Tampa Bay Buccaneers,toe sprain,toe,lower body,Low Severity,Week 14,2022,2,4,,,
O,Josiah Deguara,JD-1250,Green Bay Packers,calf strain,calf,lower body,Low Severity,Week 17,2022,,1,,,
O,J.K. Dobbins,JD-2225,Baltimore Ravens,ACL surgery rehabilitation,knee,lower body,Low Severity,Preseason,2022,2,3,,,
O,J.K. Dobbins,JD-2225,Baltimore Ravens,ACL surgery rehabilitation,knee,lower body,High Severity,Week 6,2022,7,7,scar tissue removal from previous surgery,4-6 weeks,IR
O,Jamil Douglas,JD-2512,,ankle sprain,ankle,lower body,Low Severity,Preseason,2022,,,,,
D,Jamin Davis,JD-3921,Washington Commanders,knee sprain,knee,lower body,Medium Severity,Week 17,2022,1,1,,,IR
O,Jahan Dotson,JD-4143,Washington Commanders,hamstring strain,hamstring,lower body,Medium Severity,Week 4,2022,5,5,,,
D,Jojo Domann,JD-9776,Indianapolis Colts,abdomen strain,abdomen,upper body,Low Severity,Week 6,2022,1,1,,,
O,Joshua Ezeudu,JE-0110,New York Giants,neck strain,neck,upper body,High Severity,Week 11,2022,7,7,,,IR
O,Jermaine Eluemunor,JE-0475,Las Vegas Raiders,oblique strain,oblique,upper body,Low Severity,Week 14,2022,,1,,,
O,Jermaine Eluemunor,JE-0475,Las Vegas Raiders,wrist strain,wrist,upper body,Low Severity,Week 14,2022,,,,,
D,Justin Evans,JE-1300,New Orleans Saints,shoulder strain,shoulder,upper body,Low Severity,Week 16,2022,2,2,,,
D,John FitzPatrick,JF-0111,Atlanta Falcons,undisclosed injury,leg,lower body,Medium Severity,Preseason,2022,4,4,,,IR
O,Jon Feliciano,JF-0950,New York Giants,groin strain,groin,lower body,Low Severity,Week 6,2022,,1,,,
O,Jon Feliciano,JF-0950,New York Giants,neck strain,neck,upper body,Low Severity,Week 11,2022,1,2,,,
O,Jon Feliciano,JF-0950,New York Giants,back strain,back,upper body,Low Severity,Week 17,2022,1,1,,,
D,Jaylon Ferguson,JF-1225,,ankle sprain,ankle,lower body,Low Severity,Preseason,2022,,,,,
O,Jody Fortson,JF-2850,Kansas City Chiefs,quad strain,quad,lower body,Low Severity,Preseason,2022,,,,,
O,Jody Fortson,JF-2850,Kansas City Chiefs,quad strain,quad,lower body,Low Severity,Week 7,2022,1,1,,,
O,Jody Fortson,JF-2850,Kansas City Chiefs,subluxed elbow,elbow,upper body,Medium Severity,Week 15,2022,3,3,,,IR
D,John Franklin-Myers,JF-3042,New York Jets,toe sprain,toe,lower body,Low Severity,Week 1,2022,,2,,,
D,Jordan Fuller,JF-3425,Los Angeles Rams,hamstring strain,hamstring,lower body,Low Severity,Week 2,2022,1,1,,,
D,Jordan Fuller,JF-3425,Los Angeles Rams,hamstring strain,hamstring,lower body,Medium Severity,Week 4,2022,,,,,
O,Jake Ferguson,JF-4987,Dallas Cowboys,hamstring strain,hamstring,lower body,Low Severity,Preseason,2022,,,,,
O,Jake Ferguson,JF-4987,Dallas Cowboys,concussion,head,upper body,Low Severity,Week 14,2022,1,2,,,
O,Jerome Ford,JF-7355,Cleveland Browns,ankle sprain,ankle,lower body,Medium Severity,Week 4,2022,4,4,,,IR
O,Justin Fields,JF-9921,Chicago Bears,dislocated shoulder,shoulder,upper body,Low Severity,Week 11,2022,1,1,,,
O,Justin Fields,JF-9921,Chicago Bears,hip strain,hip,lower body,Low Severity,Week 17,2022,1,1,,,
D,Jeffrey Gunter,JG-0110,Cincinnati Bengals,knee sprain,knee,lower body,Low Severity,Week 6,2022,1,1,,,
D,Jeffrey Gunter,JG-0110,Cincinnati Bengals,knee dislocation,knee,lower body,Low Severity,Week 6,2022,,,,,
D,Jonas Griffith,JG-0111,Denver Broncos,dislocated elbow,elbow,upper body,Medium Severity,Preseason,2022,,,,4-6 weeks,
D,Jonas Griffith,JG-0111,Denver Broncos,ankle sprain,ankle,lower body,Low Severity,Week 10,2022,1,1,,4-6 weeks,
O,Jimmy Garoppolo,JG-0650,San Francisco 49ers,foot fracture,foot,lower body,Medium Severity,Week 13,2022,7,7,,,
D,Jake Gervase,JG-1150,Los Angeles Rams,ankle sprain,ankle,lower body,Medium Severity,Week 15,2022,3,3,,,IR
O,Jaeden Graham,JG-2687,,undisclosed injury,leg,lower body,High Severity,Preseason,2022,17,17,,,IR
O,Jakeem Grant,JG-2950,Cleveland Browns,achilles tendon rupture,achilles,lower body,High Severity,Preseason,2022,17,17,Achilles tendon repair surgery,6-9 months,IR
D,J.T. Gray,JG-3025,New Orleans Saints,hamstring strain,hamstring,lower body,Low Severity,Preseason,2022,,1,,,
D,J.T. Gray,JG-3025,New Orleans Saints,hamstring strain,hamstring,lower body,Medium Severity,Week 10,2022,3,4,,,
D,Jonathan Greenard,JG-3568,Houston Texans,calf strain,calf,lower body,Medium Severity,Week 4,2022,5,5,,,IR
O,Jalen Guyton,JG-4200,Los Angeles Chargers,ACL tear,knee,lower body,High Severity,Week 3,2022,14,14,ACL reconstruction surgery,4-6 months,IR
O,Joe Haeg,JH-0106,Cleveland Browns,concussion,head,upper body,High Severity,Week 3,2022,8,8,,,IR
D,Johnathan Hankins,JH-0840,Dallas Cowboys,undisclosed injury,leg,lower body,Low Severity,Preseason,2022,,,,,
D,Johnathan Hankins,JH-0840,Dallas Cowboys,pec strain,chest,upper body,Medium Severity,Week 14,2022,4,4,,,IR
O,Jake Hanson,JH-0890,Green Bay Packers,biceps strain,biceps,upper body,Medium Severity,Week 6,2022,4,4,,,IR
D,Justin Hardee,JH-1150,New York Jets,calf strain,calf,lower body,Low Severity,Preseason,2022,,1,,,
D,Jaycee Horn,JH-1797,Carolina Panthers,rib strain,rib,upper body,Low Severity,Week 5,2022,2,3,,,
D,Jaycee Horn,JH-1797,Carolina Panthers,foot sprain,foot,lower body,Low Severity,Week 10,2022,,1,,,
D,Jaycee Horn,JH-1797,Carolina Panthers,radius bone fracture,wrist,upper body,Medium Severity,Week 16,2022,2,2,wrist repair surgery,10-12 days,IR
D,Jonathan Harris,JH-2025,Denver Broncos,knee sprain,knee,lower body,Low Severity,Week 11,2022,1,2,,,
D,Jaylinn Hawkins,JH-2825,Atlanta Falcons,concussion,head,upper body,Low Severity,Week 7,2022,1,1,,,
O,Jerald Hawkins,JH-2850,,undisclosed injury,leg,lower body,High Severity,Preseason,2022,,,,,IR
O,Justin Herbert,JH-3418,Los Angeles Chargers,fractured rib cartilage,rib,upper body,Low Severity,Week 2,2022,,1,,,
O,Justin Herron,JH-3550,Las Vegas Raiders,ACL tear,knee,lower body,High Severity,Week 4,2022,13,13,ACL reconstruction surgery,4-6 months,IR
O,Justice Hill,JH-4085,Baltimore Ravens,hamstring strain,hamstring,lower body,Low Severity,Week 4,2022,2,2,,,
D,Jalyn Holmes,JH-4950,Chicago Bears,concussion,head,upper body,Low Severity,Preseason,2022,,,,,
O,Jesper Horsted,JH-5350,Las Vegas Raiders,concussion,head,upper body,Low Severity,Week 12,2022,2,2,,,
D,Justin Houston,JH-5500,Baltimore Ravens,groin strain,groin,lower body,Medium Severity,Week 3,2022,3,4,,,
O,James Hurst,JH-6500,New Orleans Saints,foot sprain,foot,lower body,Low Severity,Preseason,2022,,,,,
O,James Hurst,JH-6500,New Orleans Saints,concussion,head,upper body,Low Severity,Week 10,2022,2,2,,,
O,James Hurst,JH-6500,New Orleans Saints,foot sprain,foot,lower body,Low Severity,Week 17,2022,,1,,,
O,Jalen Hurts,JH-6600,Philadelphia Eagles,shoulder sprain,shoulder,upper body,Low Severity,Week 15,2022,2,3,,,
D,Joel Iyiegbuniwe,JI-1000,Carolina Panthers,hamstring strain,hamstring,lower body,Low Severity,Week 17,2022,,1,,,
D,Josh Jobe,JJ-0036,Philadelphia Eagles,shoulder strain,shoulder,upper body,Low Severity,Week 5,2022,1,1,,,
D,Josh Jobe,JJ-0036,Philadelphia Eagles,hamstring strain,hamstring,lower body,Low Severity,Week 9,2022,2,2,,,
D,J.C. Jackson,JJ-0050,Los Angeles Chargers,ankle discomfort,ankle,lower body,Low Severity,Preseason,2022,1,1,ankle scope,2-4 weeks,
D,J.C. Jackson,JJ-0050,Los Angeles Chargers,ankle inflammation and soreness,ankle,lower body,Low Severity,Week 2,2022,1,1,,,
D,J.C. Jackson,JJ-0050,Los Angeles Chargers,patellar tendon rupture,knee,lower body,High Severity,Week 7,2022,11,11,Patellar tendon repair surgery,6-8 months,IR
D,Jack Jones,JJ-0111,New England Patriots,bone bruise,knee,lower body,Medium Severity,Week 14,2022,4,4,,,IR
D,Jaylon Jones,JJ-0114,Chicago Bears,concussion,head,upper body,Low Severity,Week 17,2022,1,1,,,
O,Jonah Jackson,JJ-0450,Detroit Lions,finger injury,finger,upper body,Medium Severity,Week 1,2022,3,4,,,
O,Jonah Jackson,JJ-0450,Detroit Lions,neck strain,neck,upper body,Low Severity,Week 7,2022,,1,,,
O,Jonah Jackson,JJ-0450,Detroit Lions,concussion,head,upper body,Low Severity,Week 11,2022,1,1,,,
D,Josh Jackson,JJ-0525,Pittsburgh Steelers,groin strain,groin,lower body,Low Severity,Week 7,2022,1,1,,,
D,Josh Jackson,JJ-0525,Pittsburgh Steelers,hamstring strain,hamstring,lower body,Low Severity,Week 17,2022,,1,,,
O,Justin Jackson,JJ-0575,Detroit Lions,hip strain,hip,lower body,Low Severity,Week 16,2022,1,1,,,
O,Josh Jacobs,JJ-0587,Las Vegas Raiders,calf strain,calf,lower body,Low Severity,Week 11,2022,,1,,,
O,Josh Jacobs,JJ-0587,Las Vegas Raiders,quad strain,quad,lower body,Low Severity,Week 13,2022,,2,,,
O,Josh Jacobs,JJ-0587,Las Vegas Raiders,hip strain,hip,lower body,Low Severity,Week 17,2022,,1,,,
O,Josh Jacobs,JJ-0587,Las Vegas Raiders,oblique strain,oblique,upper body,Low Severity,Week 17,2022,,,,,
O,Ja'Wuan James,JJ-0650,Baltimore Ravens,achilles tendon tear,achilles,lower body,High Severity,Week 1,2022,16,16,Achilles tendon repair surgery,6-9 months,IR
O,Jesse James,JJ-0725,Cleveland Browns,biceps strain,biceps,upper body,Medium Severity,Week 2,2022,4,4,,,IR
D,Jerry Jacobs,JJ-0913,Detroit Lions,ACL surgery rehabilitation,knee,lower body,Medium Severity,Preseason,2022,,,,,
D,Jerry Jacobs,JJ-0913,Detroit Lions,ACL surgery rehabilitation,knee,lower body,Medium Severity,Preseason,2022,4,4,,,IR
D,Jordan Jenkins,JJ-1675,Las Vegas Raiders,ankle sprain,ankle,lower body,Low Severity,Preseason,2022,,,,,
D,Jordan Jenkins,JJ-1675,Las Vegas Raiders,ACL tear,knee,lower body,High Severity,Preseason,2022,17,17,ACL reconstruction surgery,4-6 months,IR
O,Jauan Jennings,JJ-1850,San Francisco 49ers,hamstring strain,hamstring,lower body,Low Severity,Week 7,2022,1,1,,,
O,Jerry Jeudy,JJ-2325,Denver Broncos,groin strain,groin,lower body,Low Severity,Preseason,2022,,,,,
O,Jerry Jeudy,JJ-2325,Denver Broncos,sternum injury,rib,upper body,Low Severity,Week 2,2022,,1,,,
O,Jerry Jeudy,JJ-2325,Denver Broncos,ankle sprain,ankle,lower body,Low Severity,Week 10,2022,2,3,,,
